row,rt,final_value,start_value,time_elapsed,subject,facial_expressions,skinTone,starting_color,difference
1125,13251.3,0.882504,0.607504,73228,56dcaa7c2ab7ff0005ba4e28,frown,light,dim,0.950356
1126,7004.04,0.780208,0.905208,80234,56dcaa7c2ab7ff0005ba4e28,frown,light,bright,-6.27922
1127,5167.94,0.805996,0.905996,85404,56dcaa7c2ab7ff0005ba4e28,frown,light,bright,-3.70041
1128,8336.68,0.884001,0.609001,93742,56dcaa7c2ab7ff0005ba4e28,frown,light,dim,1.10006
1129,NULL,NULL,NULL,9413,5b12f985bd9c31000156ce71,smile,light,NULL,NULL
1130,26625.9,0.573027,0.823027,36044,5b12f985bd9c31000156ce71,smile,light,NULL,NULL
1131,13045.6,0.901536,0.526536,49092,5b12f985bd9c31000156ce71,smile,light,dim,2.85364
1132,7169.12,0.884843,0.684843,56263,5b12f985bd9c31000156ce71,smile,light,dim,-0.315674
1133,5679.15,0.889954,0.889954,61945,5b12f985bd9c31000156ce71,smile,light,bright,0.195446
1134,4714.12,0.900619,0.950619,66661,5b12f985bd9c31000156ce71,smile,light,bright,5.76188
1135,9341.79,0.914245,0.339245,76005,5b12f985bd9c31000156ce71,smile,light,dim,4.12449
1136,4320.29,0.875,0.984919,80327,5b12f985bd9c31000156ce71,smile,light,bright,3.2
1137,NULL,NULL,NULL,3604,5ab1677246e6e70001ae267d,frown,medium,NULL,NULL
1138,17733.2,0.586887,0.886887,21340,5ab1677246e6e70001ae267d,frown,medium,NULL,NULL
1139,9783.29,0.715513,0.565513,31125,5ab1677246e6e70001ae267d,frown,medium,dim,3.9513
1140,4760.44,0.727713,0.827713,35887,5ab1677246e6e70001ae267d,frown,medium,bright,5.17127
1141,2920.5,0.767923,0.767923,38809,5ab1677246e6e70001ae267d,frown,medium,bright,9.19229
1142,9130.85,0.816769,0.841769,47944,5ab1677246e6e70001ae267d,frown,medium,bright,14.9769
1143,8520.51,0.748728,0.673728,56466,5ab1677246e6e70001ae267d,frown,medium,dim,7.27279
1144,7410.45,0.740309,0.315309,63878,5ab1677246e6e70001ae267d,frown,medium,dim,7.33088
1145,NULL,NULL,NULL,4471,5c7e2b2d585d100001a8f9e0,smile,dark,NULL,NULL
1146,11874.7,0.193889,0.193889,16357,5c7e2b2d585d100001a8f9e0,smile,dark,NULL,NULL
1147,6756.08,0.498361,0.448361,23116,5c7e2b2d585d100001a8f9e0,smile,dark,dim,0.836076
1148,6798.09,0.550293,0.950293,29917,5c7e2b2d585d100001a8f9e0,smile,dark,bright,3.02927
1149,7429.65,0.459358,0.159358,37344,5c7e2b2d585d100001a8f9e0,smile,dark,dim,-3.06425
1150,4527,0.460104,0.285104,41873,5c7e2b2d585d100001a8f9e0,smile,dark,dim,-4.98965
1151,6894.29,0.528745,0.803745,48769,5c7e2b2d585d100001a8f9e0,smile,dark,bright,1.87449
1152,7710.29,0.543651,0.718651,56480,5c7e2b2d585d100001a8f9e0,smile,dark,bright,2.3651
1153,NULL,NULL,NULL,3737,5bfd5cd22bcafa0001fc9241,frown,light,NULL,NULL
1154,19158.2,0.543713,0.893713,22897,5bfd5cd22bcafa0001fc9241,frown,light,NULL,NULL
1155,10840.2,0.906586,0.556585,33739,5bfd5cd22bcafa0001fc9241,frown,light,dim,6.35855
1156,15822,0.825,0.238656,49562,5bfd5cd22bcafa0001fc9241,frown,light,dim,-1.8
1157,2072.08,0.906681,0.906681,51635,5bfd5cd22bcafa0001fc9241,frown,light,bright,3.36815
1158,5812.5,0.919551,0.919551,57448,5bfd5cd22bcafa0001fc9241,frown,light,bright,4.65514
1159,6011.15,0.911755,0.311755,63460,5bfd5cd22bcafa0001fc9241,frown,light,dim,2.37547
1160,3520.96,0.910637,0.985637,66982,5bfd5cd22bcafa0001fc9241,frown,light,bright,2.26371
1161,NULL,NULL,NULL,4838,5c632734f558a800017631ce,frown,dark,NULL,NULL
1162,41409.4,0.176085,0.176085,46253,5c632734f558a800017631ce,frown,dark,NULL,NULL
1163,10901.8,0.31381,0.31381,57157,5c632734f558a800017631ce,frown,dark,dim,-17.619
1164,2143.32,0.368253,0.368253,59302,5c632734f558a800017631ce,frown,dark,dim,-14.1747
1165,11207.8,0.574107,0.849107,70511,5c632734f558a800017631ce,frown,dark,bright,5.41074
1166,1951.53,0.570991,0.570991,72464,5c632734f558a800017631ce,frown,dark,bright,6.09908
1167,5238.84,0.524507,0.749507,77704,5c632734f558a800017631ce,frown,dark,bright,0.450713
1168,8728.54,0.478415,0.0284155,86433,5c632734f558a800017631ce,frown,dark,dim,-1.15845
1169,NULL,NULL,NULL,4143,5cb3881b2bd44a001743c986,frown,medium,NULL,NULL
1170,21237.6,0.514197,0.814197,25384,5cb3881b2bd44a001743c986,frown,medium,NULL,NULL
1171,9638.92,0.684218,0.159218,35026,5cb3881b2bd44a001743c986,frown,medium,dim,1.72179
1172,8579.22,0.686693,0.936693,43607,5cb3881b2bd44a001743c986,frown,medium,bright,1.06935
1173,6298.56,0.683348,0.733348,49908,5cb3881b2bd44a001743c986,frown,medium,bright,1.6348
1174,12008.3,0.665028,0.965028,61918,5cb3881b2bd44a001743c986,frown,medium,bright,-1.09724
1175,7491.65,0.671709,0.571709,69411,5cb3881b2bd44a001743c986,frown,medium,dim,-0.429122
1176,14094.4,0.694678,0.394678,83507,5cb3881b2bd44a001743c986,frown,medium,dim,1.86784
1177,NULL,NULL,NULL,3846,5c6c5b51fc81580001d96bc9,frown,light,NULL,NULL
1178,17794.9,0.496872,0.596872,21647,5c6c5b51fc81580001d96bc9,frown,light,NULL,NULL
1179,12978.5,0.887003,0.987003,34630,5c6c5b51fc81580001d96bc9,frown,light,bright,4.4003
1180,3414.59,0.923717,0.948717,38046,5c6c5b51fc81580001d96bc9,frown,light,bright,3.57172
1181,8172.16,0.914009,0.789009,46221,5c6c5b51fc81580001d96bc9,frown,light,dim,2.6009
1182,7750.87,0.871077,0.746077,53975,5c6c5b51fc81580001d96bc9,frown,light,dim,2.80766
1183,7665.94,0.938087,0.938087,61644,5c6c5b51fc81580001d96bc9,frown,light,bright,6.50869
1184,15568,0.904727,0.204727,77215,5c6c5b51fc81580001d96bc9,frown,light,dim,3.17271
1185,NULL,NULL,NULL,4331,5c4450744c194d00019cd2c8,frown,dark,NULL,NULL
1186,50069.7,0.535464,0.535464,54417,5c4450744c194d00019cd2c8,frown,dark,NULL,NULL
1187,13881.2,0.452184,0.177185,68298,5c4450744c194d00019cd2c8,frown,dark,dim,-3.78155
1188,9970.28,0.459192,0.0841924,78270,5c4450744c194d00019cd2c8,frown,dark,dim,-3.08076
1189,6718.21,0.564171,0.814171,84990,5c4450744c194d00019cd2c8,frown,dark,bright,4.41706
1190,6361.87,0.46009,0.18509,91354,5c4450744c194d00019cd2c8,frown,dark,dim,-4.99104
1191,10919,0.520348,0.845348,102275,5c4450744c194d00019cd2c8,frown,dark,bright,1.03477
1192,5849.24,0.492948,0.742948,108126,5c4450744c194d00019cd2c8,frown,dark,bright,-2.70516
1193,NULL,NULL,NULL,4550,5689916dd3d6a7000aa1cbf0,smile,medium,NULL,NULL
1194,17986,0.59214,0.99214,22539,5689916dd3d6a7000aa1cbf0,smile,medium,NULL,NULL
1195,5781,0.768298,0.893298,28321,5689916dd3d6a7000aa1cbf0,smile,medium,bright,9.22984
1196,3205,0.717104,0.842104,31527,5689916dd3d6a7000aa1cbf0,smile,medium,bright,4.11038
1197,2969,0.615076,0.615076,34497,5689916dd3d6a7000aa1cbf0,smile,medium,dim,-5.19244
1198,5262,0.682594,0.357594,39762,5689916dd3d6a7000aa1cbf0,smile,medium,dim,0.659377
1199,3936,0.668347,0.918347,43700,5689916dd3d6a7000aa1cbf0,smile,medium,bright,-0.765289
1200,4860,0.647106,0.372106,48561,5689916dd3d6a7000aa1cbf0,smile,medium,dim,-1.98941
1201,NULL,NULL,NULL,5664,5cb0575669bd4a0018d08be0,frown,medium,NULL,NULL
1202,29325,0.323393,0.323393,34993,5cb0575669bd4a0018d08be0,frown,medium,NULL,NULL
1203,23037,0.666295,0.0662952,58033,5cb0575669bd4a0018d08be0,frown,medium,dim,-0.970475
1204,8701,0.737766,0.912766,66736,5cb0575669bd4a0018d08be0,frown,medium,bright,7.07661
1205,13630,0.712408,0.512408,80369,5cb0575669bd4a0018d08be0,frown,medium,dim,3.64077
1206,4974,0.695732,0.870732,85344,5cb0575669bd4a0018d08be0,frown,medium,bright,1.9732
1207,7989,0.718905,0.343905,93336,5cb0575669bd4a0018d08be0,frown,medium,dim,5.19052
1208,8213,0.707123,0.757123,101552,5cb0575669bd4a0018d08be0,frown,medium,bright,3.11225
1209,NULL,NULL,NULL,3098,5c4a0e4d9e854c0001a8d792,smile,medium,NULL,NULL
1210,3188,0.180195,0.180195,6303,5c4a0e4d9e854c0001a8d792,smile,medium,NULL,NULL
1211,1593,0.0199449,0.0199449,7911,5c4a0e4d9e854c0001a8d792,smile,medium,dim,-65.6055
1212,1375,0.755669,0.755669,9276,5c4a0e4d9e854c0001a8d792,smile,medium,bright,7.96693
1213,1188,0.782786,0.782786,10471,5c4a0e4d9e854c0001a8d792,smile,medium,bright,11.5786
1214,984,0.789509,0.789509,11452,5c4a0e4d9e854c0001a8d792,smile,medium,bright,12.2509
1215,1266,0.00262426,0.00262426,12726,5c4a0e4d9e854c0001a8d792,smile,medium,dim,-67.3376
1216,5719,0.328456,0.253455,18457,5c4a0e4d9e854c0001a8d792,smile,medium,dim,-34.7544
1217,NULL,NULL,NULL,2158,59d5e278115096000190de02,smile,dark,NULL,NULL
1218,13872.1,0.317464,0.317464,16036,59d5e278115096000190de02,smile,dark,NULL,NULL
1219,11021.2,0.450074,0.825074,27058,59d5e278115096000190de02,smile,dark,bright,-3.99264
1220,5870.4,0.461134,0.111134,32930,59d5e278115096000190de02,smile,dark,dim,-4.88661
1221,6158.88,0.468902,0.0439016,39091,59d5e278115096000190de02,smile,dark,dim,-2.10984
1222,5630.85,0.405206,0.280206,44723,59d5e278115096000190de02,smile,dark,dim,-11.4794
1223,7862.15,0.435753,0.610753,52587,59d5e278115096000190de02,smile,dark,bright,-8.42468
1224,8830.76,0.471453,0.871453,61418,59d5e278115096000190de02,smile,dark,bright,-3.85469
1225,NULL,NULL,NULL,5998,5c45cf748bb6fd00016455cb,smile,light,NULL,NULL
1226,1941.87,0.932777,0.932777,7969,5c45cf748bb6fd00016455cb,smile,light,NULL,NULL
1227,9766.93,0.343758,0.343758,17747,5c45cf748bb6fd00016455cb,smile,light,dim,-49.9242
1228,2750.76,0.991141,0.991141,20507,5c45cf748bb6fd00016455cb,smile,light,bright,10.3141
1229,638.955,0.385714,0.385714,21154,5c45cf748bb6fd00016455cb,smile,light,dim,-48.7286
1230,751.87,0.684444,0.684444,21913,5c45cf748bb6fd00016455cb,smile,light,dim,-18.8556
1231,700.515,0.917966,0.917966,22623,5c45cf748bb6fd00016455cb,smile,light,bright,2.99657
1232,498.915,0.846273,0.846273,23130,5c45cf748bb6fd00016455cb,smile,light,bright,0.327287
1233,NULL,NULL,NULL,2019,5b03d272c66dc60001980a2f,frown,light,NULL,NULL
1234,10015.5,0.560023,0.810023,12042,5b03d272c66dc60001980a2f,frown,light,NULL,NULL
1235,6185.29,0.859973,0.909973,18233,5b03d272c66dc60001980a2f,frown,light,bright,1.6973
1236,4243.1,0.872405,0.997405,22480,5b03d272c66dc60001980a2f,frown,light,bright,2.94049
1237,3252.43,0.8827,0.7827,25737,5b03d272c66dc60001980a2f,frown,light,dim,0.970042
1238,6275.37,0.737529,0.0875286,31963,5b03d272c66dc60001980a2f,frown,light,dim,-13.5471
1239,5027.81,0.872785,0.897785,36995,5b03d272c66dc60001980a2f,frown,light,bright,-1.52149
1240,5156.63,0.85961,0.40961,42155,5b03d272c66dc60001980a2f,frown,light,dim,-2.83902
1241,NULL,NULL,NULL,2736,5c484738ba43fe000143bfcb,smile,medium,NULL,NULL
1242,5426,0.535299,0.535299,8164,5c484738ba43fe000143bfcb,smile,medium,NULL,NULL
1243,24288.2,0.59768,0.29768,32454,5c484738ba43fe000143bfcb,smile,medium,dim,-6.93196
1244,6199.5,0.651547,0.201547,38655,5c484738ba43fe000143bfcb,smile,medium,dim,-2.44527
1245,5119.2,0.666859,0.866859,43776,5c484738ba43fe000143bfcb,smile,medium,bright,-0.914067
1246,8135.5,0.60062,0.25062,51913,5c484738ba43fe000143bfcb,smile,medium,dim,-6.638
1247,6359.9,0.622326,0.822326,58274,5c484738ba43fe000143bfcb,smile,medium,bright,-5.3674
1248,2990.2,0.665192,0.690192,61266,5c484738ba43fe000143bfcb,smile,medium,bright,-1.0808
1249,NULL,NULL,NULL,3355,5c6b192921e90e00018e8c70,frown,medium,NULL,NULL
1250,26339.5,0.50089,0.75089,29697,5c6b192921e90e00018e8c70,frown,medium,NULL,NULL
1251,8000.88,0.678638,0.778638,37699,5c6b192921e90e00018e8c70,frown,medium,bright,1.16379
1252,8299.26,0.678955,0.128955,46000,5c6b192921e90e00018e8c70,frown,medium,dim,1.19549
1253,4623.71,0.673341,0.673341,50625,5c6b192921e90e00018e8c70,frown,medium,dim,-0.265879
1254,7149.47,0.681163,0.906163,57775,5c6b192921e90e00018e8c70,frown,medium,bright,0.516285
1255,4764.19,0.743753,0.943753,62541,5c6b192921e90e00018e8c70,frown,medium,bright,6.77532
1256,3582.72,0.689132,0.639132,66125,5c6b192921e90e00018e8c70,frown,medium,dim,1.31319
1257,NULL,NULL,NULL,8205,5ae771f723c1db00012dc68a,smile,medium,NULL,NULL
1258,39046.6,0.55,0.961461,47254,5ae771f723c1db00012dc68a,smile,medium,NULL,NULL
1259,18168.4,0.684419,0.709419,65424,5ae771f723c1db00012dc68a,smile,medium,bright,0.841874
1260,10539.2,0.662799,0.212799,75964,5ae771f723c1db00012dc68a,smile,medium,dim,-0.42012
1261,12042.1,0.681055,0.981055,88007,5ae771f723c1db00012dc68a,smile,medium,bright,0.505551
1262,9522.96,0.701588,0.901588,97531,5ae771f723c1db00012dc68a,smile,medium,bright,2.55879
1263,7186.08,0.695548,0.570548,104718,5ae771f723c1db00012dc68a,smile,medium,dim,2.85476
1264,10357.9,0.684463,0.534463,115078,5ae771f723c1db00012dc68a,smile,medium,dim,0.84631
1265,NULL,NULL,NULL,14237,5c5b6ce1c816cc0001437a0b,frown,dark,NULL,NULL
1266,4557.25,0.0283143,0.0283143,18805,5c5b6ce1c816cc0001437a0b,frown,dark,NULL,NULL
1267,26402.6,0.452303,0.0273031,45218,5c5b6ce1c816cc0001437a0b,frown,dark,dim,-5.76969
1268,14612,0.455477,0.555477,59837,5c5b6ce1c816cc0001437a0b,frown,dark,bright,-3.45227
1269,9337.22,0.443087,0.518087,69177,5c5b6ce1c816cc0001437a0b,frown,dark,bright,-4.69132
1270,8347.3,0.468842,0.393842,77529,5c5b6ce1c816cc0001437a0b,frown,dark,dim,-4.11576
1271,11641.3,0.532706,0.882706,89174,5c5b6ce1c816cc0001437a0b,frown,dark,bright,1.27063
1272,6283.52,0.460138,0.185138,95461,5c5b6ce1c816cc0001437a0b,frown,dark,dim,-5.98621
1273,NULL,NULL,NULL,5120,5ca3556fed737b0001a838b8,smile,medium,NULL,NULL
1274,14698,0.763925,0.763925,19830,5ca3556fed737b0001a838b8,smile,medium,NULL,NULL
1275,6213,0.296584,0.296584,26048,5ca3556fed737b0001a838b8,smile,medium,dim,-37.9416
1276,1395,0.789014,0.789014,27447,5ca3556fed737b0001a838b8,smile,medium,bright,11.3014
1277,1142,0.194574,0.194574,28595,5ca3556fed737b0001a838b8,smile,medium,dim,-48.1426
1278,1396,0.714184,0.714184,29995,5ca3556fed737b0001a838b8,smile,medium,bright,4.71838
1279,18148,0.873949,0.873949,48146,5ca3556fed737b0001a838b8,smile,medium,bright,20.6949
1280,1039,0.0682559,0.0682559,49196,5ca3556fed737b0001a838b8,smile,medium,dim,-60.7744
1281,NULL,NULL,NULL,7720,5ae8b37fb779850001925787,frown,light,NULL,NULL
1282,16938.3,0.51094,0.51094,24661,5ae8b37fb779850001925787,frown,light,NULL,NULL
1283,24402.7,0.85611,0.20611,49065,5ae8b37fb779850001925787,frown,light,dim,1.31103
1284,14497.8,0.92302,0.89802,63564,5ae8b37fb779850001925787,frown,light,bright,3.50197
1285,8897.19,0.921101,0.946101,72463,5ae8b37fb779850001925787,frown,light,bright,4.81014
1286,11680.5,0.931368,0.931368,84145,5ae8b37fb779850001925787,frown,light,bright,5.83682
1287,23247.7,0.911264,0.511264,107394,5ae8b37fb779850001925787,frown,light,dim,2.32638
1288,12455.7,0.861712,0.0117115,119851,5ae8b37fb779850001925787,frown,light,dim,1.87115
1289,NULL,NULL,NULL,2876,58bd73414cdfd90001778323,smile,light,NULL,NULL
1290,18425.1,0,0.0133688,21303,58bd73414cdfd90001778323,smile,light,NULL,NULL
1291,9359.1,0.886728,0.836728,30665,58bd73414cdfd90001778323,smile,light,dim,-0.127154
1292,7855.1,0.901966,0.901966,38523,58bd73414cdfd90001778323,smile,light,bright,2.89657
1293,5862.6,0.851363,0.926363,44387,58bd73414cdfd90001778323,smile,light,bright,0.836318
1294,12648.4,0.822525,0.0725249,57039,58bd73414cdfd90001778323,smile,light,dim,-2.04751
1295,11962.3,0.907671,0.132671,69003,58bd73414cdfd90001778323,smile,light,dim,1.96713
1296,5375.8,0.930248,0.905248,74380,58bd73414cdfd90001778323,smile,light,bright,5.72483
1297,NULL,NULL,NULL,3009,5c52727d73bd570001989960,smile,dark,NULL,NULL
1298,8831.74,0.672604,0.672604,11844,5c52727d73bd570001989960,smile,dark,NULL,NULL
1299,9518.92,0.48743,0.88743,21365,5c52727d73bd570001989960,smile,dark,bright,-0.256995
1300,9942.86,0.457832,0.207832,31309,5c52727d73bd570001989960,smile,dark,dim,-6.2168
1301,7687.04,0.448198,0.998198,38997,5c52727d73bd570001989960,smile,dark,bright,-4.18019
1302,6063.08,0.446822,0.0968223,45061,5c52727d73bd570001989960,smile,dark,dim,-7.31777
1303,4478.98,0.391496,0.266496,49541,5c52727d73bd570001989960,smile,dark,dim,-11.8504
1304,4415.03,0.464397,0.839397,53957,5c52727d73bd570001989960,smile,dark,bright,-4.56033
1305,NULL,NULL,NULL,4462,5964a054b9153e000161710d,frown,light,NULL,NULL
1306,17953,0.318816,0.318816,22418,5964a054b9153e000161710d,frown,light,NULL,NULL
1307,12846,0.91521,0.96521,35265,5964a054b9153e000161710d,frown,light,bright,4.22104
1308,7873,0.850231,0.675231,43140,5964a054b9153e000161710d,frown,light,dim,0.723053
1309,12599,0.917048,0.992048,55740,5964a054b9153e000161710d,frown,light,bright,2.9048
1310,4240,0.140029,0.0900292,59981,5964a054b9153e000161710d,frown,light,dim,-73.2971
1311,7109,0.891977,0.966977,67091,5964a054b9153e000161710d,frown,light,bright,4.89771
1312,9753,0.893081,0.518081,76845,5964a054b9153e000161710d,frown,light,dim,0.508082
1313,NULL,NULL,NULL,3754,5b86f3cb5470830001b74bbc,frown,dark,NULL,NULL
1314,15433.5,0.783761,0.783761,19190,5b86f3cb5470830001b74bbc,frown,dark,NULL,NULL
1315,19110.7,0.434116,0.134116,38303,5b86f3cb5470830001b74bbc,frown,dark,dim,-8.58842
1316,19798,0.45,0.909093,58103,5b86f3cb5470830001b74bbc,frown,dark,bright,-4
1317,12388,0.428117,0.903117,70493,5b86f3cb5470830001b74bbc,frown,dark,bright,-6.18828
1318,3182.68,0.46155,0.46155,73677,5b86f3cb5470830001b74bbc,frown,dark,dim,-5.84504
1319,8128.15,0.502661,0.77766,81807,5b86f3cb5470830001b74bbc,frown,dark,bright,-0.733951
1320,12876.4,0.467554,0.417554,94685,5b86f3cb5470830001b74bbc,frown,dark,dim,-4.2446
1321,NULL,NULL,NULL,4534,5a78b50d5292b80001228479,frown,light,NULL,NULL
1322,16600.9,0,0.0897495,21137,5a78b50d5292b80001228479,frown,light,NULL,NULL
1323,5445.93,0.899865,0.974865,26585,5a78b50d5292b80001228479,frown,light,bright,5.68646
1324,9621.61,0.868508,0.243508,36208,5a78b50d5292b80001228479,frown,light,dim,-1.94924
1325,4286.69,0.883625,0.983625,40515,5a78b50d5292b80001228479,frown,light,bright,-0.437454
1326,6694.33,0.843951,0.69395,47210,5a78b50d5292b80001228479,frown,light,dim,0.0950485
1327,9838.12,0.876875,0.151875,57049,5a78b50d5292b80001228479,frown,light,dim,0.387529
1328,7886.21,0.917952,0.917952,64937,5a78b50d5292b80001228479,frown,light,bright,4.49523
1329,NULL,NULL,NULL,2240,5c926fe3b22c7e001639595b,smile,medium,NULL,NULL
1330,64271.4,0.522155,0.372155,66512,5c926fe3b22c7e001639595b,smile,medium,NULL,NULL
1331,12390.4,0.662233,0.837233,78904,5c926fe3b22c7e001639595b,smile,medium,bright,-1.37674
1332,12591,0.663779,0.188779,91496,5c926fe3b22c7e001639595b,smile,medium,dim,-1.22209
1333,9030.78,0.673867,0.0988668,100528,5c926fe3b22c7e001639595b,smile,medium,dim,-0.213321
1334,5599.46,0.657321,0.832321,106124,5c926fe3b22c7e001639595b,smile,medium,bright,-1.86794
1335,5998.87,0.652909,0.577909,112124,5c926fe3b22c7e001639595b,smile,medium,dim,-1.40906
1336,10414.9,0.661356,0.961356,122540,5c926fe3b22c7e001639595b,smile,medium,bright,-0.564373
1337,NULL,NULL,NULL,19852,5c50a297c06146000129fd9a,smile,dark,NULL,NULL
1338,49823.3,0.500179,0.500179,69679,5c50a297c06146000129fd9a,smile,dark,NULL,NULL
1339,23707.8,0.460894,0.0358941,93390,5c50a297c06146000129fd9a,smile,dark,dim,-4.91059
1340,14307.8,0.439119,0.989119,107700,5c50a297c06146000129fd9a,smile,dark,bright,-5.08807
1341,10851.7,0.432271,0.132271,118553,5c50a297c06146000129fd9a,smile,dark,dim,-8.77287
1342,15728.6,0.473066,0.648066,134283,5c50a297c06146000129fd9a,smile,dark,bright,-4.69337
1343,8034.11,0.472654,0.597654,142319,5c50a297c06146000129fd9a,smile,dark,bright,-3.73461
1344,6174.32,0.404005,0.279005,148495,5c50a297c06146000129fd9a,smile,dark,dim,-8.59946
1345,NULL,NULL,NULL,3422,5caa43d51e4d800001cdb4e3,smile,light,NULL,NULL
1346,22583.2,0.156681,0.156681,26009,5caa43d51e4d800001cdb4e3,smile,light,NULL,NULL
1347,12406,0.855489,0.855489,38418,5caa43d51e4d800001cdb4e3,smile,light,bright,1.24888
1348,13509.2,0.888158,0.238158,51929,5caa43d51e4d800001cdb4e3,smile,light,dim,0.0157887
1349,9010.43,0.907165,0.632165,60941,5caa43d51e4d800001cdb4e3,smile,light,dim,1.91646
1350,6320.75,0.913853,0.963852,67263,5caa43d51e4d800001cdb4e3,smile,light,bright,4.08525
1351,7817,0.825009,0.00000934633,75082,5caa43d51e4d800001cdb4e3,smile,light,dim,-1.79907
1352,5882.31,0.884972,0.984972,80966,5caa43d51e4d800001cdb4e3,smile,light,bright,1.19718
1353,NULL,NULL,NULL,3856,55dcf36150a1f7001190e108,frown,dark,NULL,NULL
1354,18279.6,0.0487515,0.0487515,22143,55dcf36150a1f7001190e108,frown,dark,NULL,NULL
1355,15041,0.519038,0.719038,37190,55dcf36150a1f7001190e108,frown,dark,bright,0.90381
1356,7706.1,0.590225,0.565225,44901,55dcf36150a1f7001190e108,frown,dark,bright,7.02249
1357,11325.7,0.567315,0.417315,56230,55dcf36150a1f7001190e108,frown,dark,dim,4.73152
1358,11591.6,0.55212,0.45212,67826,55dcf36150a1f7001190e108,frown,dark,dim,4.21196
1359,15445.4,0.557159,0.932159,83279,55dcf36150a1f7001190e108,frown,dark,bright,6.7159
1360,11602.5,0.521663,0.421663,94885,55dcf36150a1f7001190e108,frown,dark,dim,3.16626
1361,NULL,NULL,NULL,3788,5bbd2bdcf7358a000171636f,frown,light,NULL,NULL
1362,11061.3,0.239253,0.239253,14877,5bbd2bdcf7358a000171636f,frown,light,NULL,NULL
1363,15887.6,0.813582,0.488582,30766,5bbd2bdcf7358a000171636f,frown,light,dim,-7.44183
1364,9992.59,1,0.986656,40763,5bbd2bdcf7358a000171636f,frown,light,bright,15.7
1365,10569.7,0.884308,0.459308,51335,5bbd2bdcf7358a000171636f,frown,light,dim,1.13077
1366,2173.13,0.929027,0.929027,53510,5bbd2bdcf7358a000171636f,frown,light,bright,4.1027
1367,9230.2,0.9017,0.9767,62743,5bbd2bdcf7358a000171636f,frown,light,bright,2.86998
1368,10060.1,0.788946,0.0139464,72805,5bbd2bdcf7358a000171636f,frown,light,dim,-5.40536
1369,NULL,NULL,NULL,4297,5953acc10dd7710001aec19e,smile,medium,NULL,NULL
1370,44616,0.501168,0.00116828,48936,5953acc10dd7710001aec19e,smile,medium,NULL,NULL
1371,19416,0.586033,0.286033,68352,5953acc10dd7710001aec19e,smile,medium,dim,-8.99668
1372,11250,0.568936,0.743936,79602,5953acc10dd7710001aec19e,smile,medium,bright,-10.7064
1373,7191,0.599758,0.599758,86794,5953acc10dd7710001aec19e,smile,medium,dim,-7.62419
1374,8619,0.58197,0.48197,95417,5953acc10dd7710001aec19e,smile,medium,dim,-9.40302
1375,11197,0.621576,0.846576,106618,5953acc10dd7710001aec19e,smile,medium,bright,-4.54236
1376,13477,0.581254,0.931255,120099,5953acc10dd7710001aec19e,smile,medium,bright,-8.57455
1377,NULL,NULL,NULL,8684,559272f4fdf99b7e42e96932,smile,light,NULL,NULL
1378,45987,0.00719854,0.00719854,54676,559272f4fdf99b7e42e96932,smile,light,NULL,NULL
1379,33334,0.853161,0.578161,88013,559272f4fdf99b7e42e96932,smile,light,dim,1.01612
1380,22970,0.865368,0.515368,110988,559272f4fdf99b7e42e96932,smile,light,dim,-2.26318
1381,32498,0.825,0.952872,143489,559272f4fdf99b7e42e96932,smile,light,bright,-4.8
1382,6504,0.837494,0.812494,149997,559272f4fdf99b7e42e96932,smile,light,dim,-3.55057
1383,10837,0.873895,0.973895,160836,559272f4fdf99b7e42e96932,smile,light,bright,-1.41048
1384,8458,0.827946,0.977946,169295,559272f4fdf99b7e42e96932,smile,light,bright,-1.50543
1385,NULL,NULL,NULL,3645,5be943824f251d00015ccf7b,frown,dark,NULL,NULL
1386,22706.8,0.499592,0.449592,26353,5be943824f251d00015ccf7b,frown,dark,NULL,NULL
1387,18453.5,0.457785,0.957785,44808,5be943824f251d00015ccf7b,frown,dark,bright,-6.22146
1388,7175.12,0.437815,0.262815,51984,5be943824f251d00015ccf7b,frown,dark,dim,-5.21846
1389,12357.8,0.481238,0.881238,64343,5be943824f251d00015ccf7b,frown,dark,bright,-2.87622
1390,7942.65,0.427309,0.627309,72287,5be943824f251d00015ccf7b,frown,dark,bright,-6.2691
1391,5326.21,0.346293,0.196293,77614,5be943824f251d00015ccf7b,frown,dark,dim,-16.3707
1392,7287.11,0.433899,0.258899,84902,5be943824f251d00015ccf7b,frown,dark,dim,-8.61014
1393,NULL,NULL,NULL,9742,5c16d45b001eb600018fc0c2,smile,light,NULL,NULL
1394,16863.1,0.499476,0.0494756,26607,5c16d45b001eb600018fc0c2,smile,light,NULL,NULL
1395,11946,0.857872,0.782872,38554,5c16d45b001eb600018fc0c2,smile,light,dim,-1.51281
1396,20913.5,0.925,0.993245,59468,5c16d45b001eb600018fc0c2,smile,light,bright,3.7
1397,15693.6,0.896164,0.171164,75162,5c16d45b001eb600018fc0c2,smile,light,dim,0.816401
1398,5804.03,0.872968,0.747968,80967,5c16d45b001eb600018fc0c2,smile,light,dim,-0.00317322
1399,11710.5,0.825,0.990669,92678,5c16d45b001eb600018fc0c2,smile,light,bright,-1.8
1400,6839.17,0.875,0.986381,99518,5c16d45b001eb600018fc0c2,smile,light,bright,3.2
1401,NULL,NULL,NULL,7625,5bf5815ed79b630001ab22a4,frown,dark,NULL,NULL
